round,region_bl,stud_sex_bl,school_name_bl,treatment,stud_level_baseline,stud_level_endline,innumeracy_bl,innumeracy_el,numeracy_bl,numeracy_el,learned_new_operation,level_diff,facilitator_id_bl
R8,South East,Male,,Caregiver Choice,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,CM2010173
R8,North East,Female,Senyawe,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,CM2010173
R8,Kgatleng,Male,Raditladi,Default Caregiver Lead,Multiplication,,Can at least add,,Cannot divide,,,,CM2010173
R8,North East,Male,Ditladi,Default Caregiver Lead,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,CM228522564
R8,North East,Female,Senyawe,Default Caregiver Lead,Beginner,Beginner,Cannot add,Cannot add,Cannot divide,Cannot divide,No,No Progress,CM228522564
R8,South East,Male,Mafitlhakgosi,Default Caregiver Lead,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,CM228522564
R8,North East,Male,Ditladi,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,CM1910115
R8,South East,Male,Phillip Moshotle,Caregiver Choice,Addition,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,CM228522564
R8,Other,Female,Kavimba,Default Caregiver Lead,Beginner,,Cannot add,,Cannot divide,,,,CM228522564
R8,South East,Female,Bosele,Default Caregiver Lead,Division,,Can at least add,,Can divide,,,,CM228522564
R8,North East,Female,Senyawe,Caregiver Choice,Beginner,Multiplication,Cannot add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 3 levels,CM228522564
R8,South East,Female,Phillip Moshotle,Caregiver Choice,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,CM228522564
R8,Kgatleng,Female,Bokaa,Caregiver Choice,Beginner,,Cannot add,,Cannot divide,,,,CM228522564
R8,North East,Female,Mbalambi,Default Caregiver Lead,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,CM228522564
R8,South East,Female,Bosele,Caregiver Choice,Beginner,Division,Cannot add,Can at least add,Cannot divide,Can divide,Yes,Progressed 4 levels,CM228522564
R8,North East,Male,Senyawe,Caregiver Choice,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,CM228522564
R8,South East,Male,Phillip Moshotle,Caregiver Choice,.r,,,,,,,,CM1910115
R8,North East,Female,Kalakamate,Caregiver Choice,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,CM228522564
R8,North East,Female,Ditladi,Default Caregiver Lead,Beginner,Subtraction,Cannot add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,CM228522564
R8,North East,Male,Ditladi,Default Caregiver Lead,Multiplication,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,CM228522564
R8,Kgatleng,Male,Ramogotsi,Default Caregiver Lead,Beginner,Multiplication,Cannot add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 3 levels,CM228522564
R8,Other,Female,Kachikau,Caregiver Choice,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,CM228522564
R8,North East,Male,Senyawe,Caregiver Choice,Beginner,Addition,Cannot add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,CM228522564
R8,South East,Female,Mafitlhakgosi,Caregiver Choice,Division,,Can at least add,,Can divide,,,,CM228522564
R8,Kgatleng,Female,Ramogotsi,Default Caregiver Lead,Subtraction,,Can at least add,,Cannot divide,,,,CM228522564
R8,Kgatleng,Female,Raditladi,Caregiver Choice,Beginner,,Cannot add,,Cannot divide,,,,CM228522564
R8,North East,Male,Senyawe,Caregiver Choice,Beginner,Multiplication,Cannot add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 3 levels,CM1910115
R8,South East,Male,Bosele,Caregiver Choice,Beginner,,Cannot add,,Cannot divide,,,,CM228522564
R8,North East,Female,Kalakamate,Caregiver Choice,Beginner,,Cannot add,,Cannot divide,,,,CM228522564
R8,Other,Female,Seingwaeng,Caregiver Choice,Beginner,Beginner,Cannot add,Cannot add,Cannot divide,Cannot divide,No,No Progress,CM228522564
R8,South East,Male,Phillip Moshotle,Default Caregiver Lead,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,CM228522564
R8,North East,Male,Senyawe,Default Caregiver Lead,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,CM2010168
R8,Kgatleng,Male,Ramogotsi,Default Caregiver Lead,Multiplication,,Can at least add,,Cannot divide,,,,CM2010168
R8,South East,Male,Bophirima,Caregiver Choice,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,CM2010168
R8,South East,Male,Phillip Moshotle,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,CM2010168
R8,North East,Male,Sekakangwe,Caregiver Choice,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,CM2010168
R8,South East,Male,Mafitlhakgosi,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,CM2010168
R8,South East,Female,Phillip Moshotle,Default Caregiver Lead,Beginner,Multiplication,Cannot add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 3 levels,CM2010168
R8,Kgatleng,Male,Seingwaeng,Default Caregiver Lead,Division,,Can at least add,,Can divide,,,,CM2010168
R8,Kgatleng,Female,Raditladi,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,CM2010168
R8,South East,Female,Mafitlhakgosi,Default Caregiver Lead,Subtraction,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,CM2010168
R8,South East,Male,Mafitlhakgosi,Caregiver Choice,.r,Multiplication,,Can at least add,,Cannot divide,,,CM1910115
R8,South East,Female,Mafitlhakgosi,Default Caregiver Lead,Multiplication,,Can at least add,,Cannot divide,,,,CM2010168
R8,North East,Male,Sekakangwe,Caregiver Choice,Division,,Can at least add,,Can divide,,,,CM2010168
R8,North East,Female,Senyawe,Default Caregiver Lead,Division,,Can at least add,,Can divide,,,,CM2010168
R8,Kgatleng,Male,Seingwaeng,Caregiver Choice,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,CM2010168
R8,South East,Female,Mafitlhakgosi,Default Caregiver Lead,.r,,,,,,,,CM2010168
R8,North East,Female,Senyawe,Default Caregiver Lead,Subtraction,,Can at least add,,Cannot divide,,,,CM1910123
R8,Kgatleng,Male,Raditladi,Default Caregiver Lead,Multiplication,Beginner,Can at least add,Cannot add,Cannot divide,Cannot divide,No,Regressed,CM1910115
R8,Kgatleng,Male,Raditladi,Caregiver Choice,Beginner,,Cannot add,,Cannot divide,,,,CM2010168
R8,South East,Female,Mafitlhakgosi,Default Caregiver Lead,Division,Subtraction,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,CM2010168
R8,Other,Female,Kachikau,Default Caregiver Lead,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,CM2010168
R8,North East,Male,Senyawe,Caregiver Choice,Beginner,Multiplication,Cannot add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 3 levels,CM2010168
R8,Kgatleng,Male,Seingwaeng,Default Caregiver Lead,Addition,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,CM2010168
R8,Kgatleng,Male,Seingwaeng,Default Caregiver Lead,Beginner,Subtraction,Cannot add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,CM2010168
R8,North East,Female,Ditladi,Caregiver Choice,Beginner,Multiplication,Cannot add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 3 levels,CM2010168
R8,South East,Female,Bosele,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,CM2010168
R8,South East,Female,Mafitlhakgosi,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,CM1910115
R8,North East,Male,Kalakamate,Caregiver Choice,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,CM226937730
R8,South East,Male,Mafitlhakgosi,Caregiver Choice,Beginner,Division,Cannot add,Can at least add,Cannot divide,Can divide,Yes,Progressed 4 levels,CM226937730
R8,South East,Female,Mafitlhakgosi,Caregiver Choice,Beginner,Division,Cannot add,Can at least add,Cannot divide,Can divide,Yes,Progressed 4 levels,CM226937730
R8,North East,Female,Senyawe,Caregiver Choice,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,CM226937730
R8,Kgatleng,Male,Raditladi,Caregiver Choice,Beginner,,Cannot add,,Cannot divide,,,,CM226937730
R8,South East,Female,Bophirima,Default Caregiver Lead,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,CM226937730
R8,North East,Male,Ditladi,Caregiver Choice,.r,Addition,,Can at least add,,Cannot divide,,,CM1910115
R8,South East,Female,Mafitlhakgosi,Default Caregiver Lead,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,CM226937730
R8,North East,Male,Mbalambi,Caregiver Choice,Addition,Beginner,Can at least add,Cannot add,Cannot divide,Cannot divide,No,Regressed,CM226937730
R8,North East,Female,Senyawe,Default Caregiver Lead,Addition,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,CM1910115
R8,Kgatleng,Male,Ramogotsi,Caregiver Choice,Addition,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,CM226937730
R8,North East,Female,Ditladi,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,CM1910115
R8,Kgatleng,Female,Seingwaeng,Caregiver Choice,Division,Subtraction,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,CM1910115
R8,South East,Female,Phillip Moshotle,Default Caregiver Lead,Subtraction,Beginner,Can at least add,Cannot add,Cannot divide,Cannot divide,No,Regressed,CM1910115
R8,Kgatleng,Male,Seingwaeng,Caregiver Choice,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,CM1910115
R8,South East,Female,Mafitlhakgosi,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,CM1910115
R8,Kgatleng,Female,Raditladi,Caregiver Choice,Addition,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,CM1910123
R8,Kgatleng,Female,Raditladi,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,CM1910115
R8,South East,Male,Bophirima,Default Caregiver Lead,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,CM1910115
R8,South East,Female,Bosele,Caregiver Choice,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,CM1910115
R8,South East,Male,Mafitlhakgosi,Default Caregiver Lead,Beginner,Subtraction,Cannot add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,CM1910115
R8,South East,Male,Phillip Moshotle,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,CM1910115
R8,Kgatleng,Male,Raditladi,Default Caregiver Lead,Addition,,Can at least add,,Cannot divide,,,,CM1910123
R8,South East,Female,Mafitlhakgosi,Default Caregiver Lead,.r,Division,,Can at least add,,Can divide,,,CM1910115
R8,North East,Female,Ditladi,Default Caregiver Lead,Subtraction,,Can at least add,,Cannot divide,,,,CM1910115
R8,North East,Male,Kalakamate,Default Caregiver Lead,Subtraction,,Can at least add,,Cannot divide,,,,CM1910115
R8,South East,Male,Mafitlhakgosi,Caregiver Choice,Addition,,Can at least add,,Cannot divide,,,,CM1910115
R8,Kgatleng,Male,Ramogotsi,Default Caregiver Lead,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,CM2010140
R8,North East,Male,Senyawe,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,CM2010140
R8,South East,Male,Bosele,Default Caregiver Lead,Multiplication,Beginner,Can at least add,Cannot add,Cannot divide,Cannot divide,No,Regressed,CM2010140
R8,South East,Female,Phillip Moshotle,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,CM2010140
R8,South East,Female,Bophirima,Default Caregiver Lead,Multiplication,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,CM2010140
R8,South East,Female,Mafitlhakgosi,Default Caregiver Lead,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,CM2010140
R8,South East,Female,Bosele,Caregiver Choice,Division,Subtraction,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,CM2010140
R8,Kgatleng,Male,Ramogotsi,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,CM2010140
R8,South East,Female,Bosele,Default Caregiver Lead,Subtraction,,Can at least add,,Cannot divide,,,,CM2010140
R8,South East,Female,Bosele,Default Caregiver Lead,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,CM1910123
R8,North East,Male,Sekakangwe,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,CM228641864
R8,Kgatleng,Female,Ramogotsi,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,CM1910123
R8,South East,Female,Bosele,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,CM228641864
R8,Kgatleng,Female,Raditladi,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,CM228641864
R8,North East,Female,Ditladi,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,CM228641864
R8,South East,Female,Bosele,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,CM228641864
R8,Kgatleng,Male,Seingwaeng,Default Caregiver Lead,Multiplication,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,CM228641864
R8,South East,Female,Mafitlhakgosi,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,CM228641864
R8,South East,Female,Phillip Moshotle,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,CM228641864
R8,North East,Male,Ditladi,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,CM228641864
R8,North East,Male,Senyawe,Caregiver Choice,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,CM228641864
R8,Kgatleng,Female,Raditladi,Caregiver Choice,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,CM228641864
R8,Kgatleng,Male,Ramogotsi,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,CM1910123
R8,Kgatleng,Male,Ramogotsi,Default Caregiver Lead,Addition,,Can at least add,,Cannot divide,,,,CM1910123
R8,North East,Male,Senyawe,Caregiver Choice,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,CM228641864
R8,South East,Female,Bophirima,Default Caregiver Lead,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,CM228641864
R8,Kgatleng,Female,Raditladi,Default Caregiver Lead,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,CM228641864
R8,South East,Female,Bophirima,Default Caregiver Lead,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,CM228641864
R8,South East,Female,Mafitlhakgosi,Caregiver Choice,Subtraction,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,CM228641864
R8,Kgatleng,Male,Seingwaeng,Default Caregiver Lead,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,CM228641864
R8,South East,Male,Bosele,Caregiver Choice,Addition,,Can at least add,,Cannot divide,,,,CM228641864
R8,South East,Male,Mafitlhakgosi,Default Caregiver Lead,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,CM228641864
R8,Other,Male,Kavimba,Caregiver Choice,Multiplication,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,CM1910123
R8,Kgatleng,Male,Seingwaeng,Default Caregiver Lead,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,CM228641864
R8,North East,Male,Ditladi,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,CM228641864
